Website Path,Course Title,Location,Courses Values,Courses,Holes
https://foreupsoftware.com/index.php/booking/19124#/welcome,The Cedars on Salmon Creek,"15001 NE 181st Street Brush Prairie, WA 98606 USA ","3905, 1107","SkyTrak Tee Sheet, The Cedars on Salmon Creek","9, 18"
https://foreupsoftware.com/index.php/booking/19221#/welcome,The Chief golf Course,"5085 Shanty Creek Rd Bellaire, MI 49615 USA ",1731,Chief 2018,
https://foreupsoftware.com/index.php/booking/19774#/welcome,The Club at PB Dye,"9526 Doctor Perry Road Ijamsville, MD 21754 USA ","10568, 2477","New Tee Sheet, PB Dye Golf Club","9, 18, Both"
https://foreupsoftware.com/index.php/booking/19517#/welcome,The Golf Club at Quail Ridge,"5634 Quail Ridge Drive Sanford, NC 27332 USA ",4459,New Tee Sheet,"9, 18"
https://foreupsoftware.com/index.php/booking/19615#/welcome,The Golf Course at Sand Hollow Resort,"5662 W. Clubhouse Dr. Hurricane, UT 84737 USA ","1935, 1948","Championship Course, The Links Course","9, 18, Both"
https://foreupsoftware.com/index.php/booking/19030#/welcome,The Landings at Spirit Golf Club,"180 N. Eatherton Road Chesterfield, MO 63005 USA ",791,Championship,"9, 18, Both"
https://foreupsoftware.com/index.php/booking/19607#/welcome,The Links at Lang Farm,"39 Essex Way Essex Junction, VT 05452 USA ",5225,THE LINKS AT LANG FARM,
https://foreupsoftware.com/index.php/booking/19396#/welcome,The Links at Sleepy Ridge,"730 S Sleepy Ridge Dr Orem, UT 84058 USA ",1726,Sleepy Ridge,
https://foreupsoftware.com/index.php/booking/19011#/welcome,The Links at Teton Peaks,"127 North 4000 West Driggs, ID 83422 USA ",753,Teton Peaks,
https://foreupsoftware.com/index.php/booking/19153#/welcome,The Patch - Augusta Municipal,"2023 Highland Ave Augusta, GA 30904 USA ",1200,Augusta Municipal Golf Course,"9, 18"
https://foreupsoftware.com/index.php/booking/19613#/welcome,The Ranches,"4128 E Clubhouse Ln Eagle Mountain, UT 84005 USA ","8326, 9254, 9019, 9056, 9057, 1934","Millsite Golf Course, Simulator, The Golf Lounge - Bay 1, The Golf Lounge - Bay 2, The Golf Lounge - Bay 3, The Ranches Golf Course","9, 18, Both"
https://foreupsoftware.com/index.php/booking/19490#/welcome,The River Golf Course,"4402 Country Road 152 International Falls, MN 56649 USA ",1866,The River Golf,"9, 18"
https://foreupsoftware.com/index.php/booking/19849#/welcome,The Summit Golf Club,"31286 Highway 19 Blvd Cannon Falls, MN 55009 USA ","2654, 2666","The Summit Golf Club - Championship, The Summit Golf Club Executive 9",18
https://foreupsoftware.com/index.php/booking/19220#/welcome,The Willows at Runk and Pratt,"540 Fairway Ln Hurt, VA 24563 USA ",1296,The Willows,"9, 18"
https://foreupsoftware.com/index.php/booking/19467#/welcome,Timpanogos Valley Golf Course,"4211 Valley View Dr Timpanogos Valley, UT 0 USA ","3408, 5720, 5098, 5100, 5101, 4790, 1699, 3199, 5650, 4363, 4750","Aggregate Tee Sheet, Ancient Egypt, BD | 09-Holes [ID: 5098], BD | 18-Holes [ID: 5100], BD | 27-Holes [ID: 5101], Black Tie | 27-Hole [ID: 4790], Development Testing 1, Development Testing 9 Hole, New Tee Sheet, Time Frames Testing, a","9, 18"
https://foreupsoftware.com/index.php/booking/19427#/welcome,Tony Butler Golf Course,"2640 South ""M"" Street Harlingen, TX 78550 USA ",8098,Executive 9,18
https://foreupsoftware.com/index.php/booking/19339#/welcome,Triggs Memorial Golf Course,"1533 Chalkstone Avenue Providence, RI 02909 USA ",1457,Triggs Memorial,
https://foreupsoftware.com/index.php/booking/19637#/welcome,Tropics Mini Golf,"98-1101 Moanalua Road Aiea, HI 96701 USA ",2783,Tropics Mini Golf,"9, 18, Both"
https://foreupsoftware.com/index.php/booking/19069#/welcome,Two Rivers Golf Course,"150 S Oak Tree Lane Dakota Dunes, SD 57049 USA ",874,Two Rivers,
https://foreupsoftware.com/index.php/booking/19057#/welcome,University of Michigan Golf Course,"500 E. Stadium Blvd Ann Arbor, MI 48104 USA ",837,UMGC,
https://foreupsoftware.com/index.php/booking/19501#/welcome,Valley View Golf Course,"2501 East Gentile Layton , UT 84040 USA ",1759,Valley View Golf Course,
https://foreupsoftware.com/index.php/booking/19755#/welcome,Veenker Memorial Golf Course,"2916 Veenker Dr Ames, IA 50011 USA ",2407,Veenker Memorial Golf Course,
https://foreupsoftware.com/index.php/booking/19130#/welcome,Viking Meadows Golf Club,"1788 Viking Blvd NE East Bethel, MN 55011 USA ",1119,Viking Meadows,"9, 18"
https://foreupsoftware.com/index.php/booking/19108#/welcome,Vineyard Valley Golf Course,"34 BRAYMAN HOLLOW RD POMFRET CENTER, CT 06259 USA ",965,Vineyard Valley,"9, 18, Both"
https://foreupsoftware.com/index.php/booking/19181#/welcome,Webster Golf Club,"440 Salt Road Webster, NY 14580 USA ",1234,Webster Golf Club,
https://foreupsoftware.com/index.php/booking/19495#/welcome,Western Lakes Golf Club,"W287 N1963 Oakton Rd Pewaukee, WI 53072 USA ",1744,Western Lakes Golf Club,
https://foreupsoftware.com/index.php/booking/19401#/welcome,Westlake Golf Course,"4812 Lakeview Canyon Road Westlake Village, CA 91361 USA ",1570,Westlake California,"9, 18"
https://foreupsoftware.com/index.php/booking/19208#/welcome,Wheatland Golf Club,"1253 Cole Street Wheatland, WY 82201 USA ","2892, 1277","New Tee Sheet, Wheatland Golf Club","9, 18"
https://foreupsoftware.com/index.php/booking/19746#/welcome,White Oaks Golf Course,"8480 Sparling Rd Goodells, MI 48027 USA ",2382,White Oaks Golf Course,"9, 18"
https://foreupsoftware.com/index.php/booking/19110#/welcome,White Path Golf Course,"1156 Shenandoah Dr Ellijay, GA 30540 USA ",1112,WhitePath,
https://foreupsoftware.com/index.php/booking/19476#/welcome,Whitehawk Ranch Golf Club,"PO Box 310 graeagle, CA 96103 USA ",1712,Whitehawk Ranch Golf Club,"9, 18"
https://foreupsoftware.com/index.php/booking/19063#/welcome,Wild Wood Country Club,"1201 Rush West Rush Road Rush, NY 14543 USA ","5967, 5968, 6334, 856","Simulator Bay 1, Simulator Bay 2, Simulator Bay 3, Wild Wood",
https://foreupsoftware.com/index.php/booking/19870#/welcome,Willow Lakes Golf Club,"2852 Willow Lakes Lane Titusville, FL 32796 USA ","2789, 10945","Willow Lakes, Willow Lakes 9 Hole","9, 18, Both"
https://foreupsoftware.com/index.php/booking/19051#/welcome,Winding Ridge Golf Club,"5450 Bogey Drive Lawrence, IN 46235 USA ",832,Winding Ridge,"9, 18"
https://foreupsoftware.com/index.php/booking/19084#/welcome,Winfield Country Club,"PO Box 501 Winfield, KS 67156 USA ",2890,New Tee Sheet,"9, 18"
https://foreupsoftware.com/index.php/booking/19529#/welcome,Wisconsin River Golf Club,"705 West River Dr W Stevens Point, WI 54481 USA ",1790,Wisconsin River Golf Club,"9, 18, Both"
